設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,事業用太陽光地域活用要件の該当の有無,,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A847026H46,川畑　真英,,,,太陽光,22,鹿児島県姶良市加治木町木田３９８９－５,0,23,2014年1月16日,2014年9月,-,-,外部積立て,-,2034年7月
A847171H46,株式会社　こうえい介護サービス,仙田　次雄,鹿児島市山田町３７７－１,099-275-6333,太陽光,49.5,鹿児島県鹿児島市石谷町３０６２－１,4,55,2014年1月9日,2015年3月,-,-,外部積立て,-,2035年1月
A847267H46,餅原　茂利,,,,太陽光,22,鹿児島県指宿市小牧瀬崎２２１,1,24,2014年1月9日,2014年4月,-,-,外部積立て,-,2034年3月
A847323H46,上西　克幸,,,,太陽光,26.5,鹿児島県薩摩川内市天辰町７２９（複数需要場所）,0,33.2,2014年1月9日,2014年10月,-,-,外部積立て,-,2034年8月
A847324H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847325H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847326H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847327H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847328H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847329H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847330H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－６,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847331H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,2,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847332H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,2,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847333H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,2,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847334H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,2,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847335H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847336H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847337H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,1,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847338H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,48.9,鹿児島県南九州市頴娃町上別府５９４５－５,2,63.7,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847339H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,2,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847340H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,2,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847341H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847342H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847343H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847344H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847345H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847346H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847347H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847348H46,株式会社ＡＬＥＸＡＮＤＥＲ＆ＳＵＮ,鄒　積人,新宿区新宿５‐１７‐１３ＯＲＩＥＮＴＡＬＷＡＶＥビル６Ｆ,03-6435-6917,太陽光,49.2,鹿児島県南九州市頴娃町上別府５９４５－５,1,49.2,2014年1月9日,2016年4月,-,-,外部積立て,-,2035年12月
A847370H46,梶原　久志,,,,太陽光,48.6,鹿児島県阿久根市赤瀬川３９７３,0,48.6,2014年1月9日,2018年9月,-,-,外部積立て,-,2038年7月
A847371H46,宮脇　正隆,,,,太陽光,49.5,鹿児島県出水市知識町８０１－１,0,49.9,2014年1月9日,2014年11月,-,-,外部積立て,-,2034年9月
A847372H46,株式会社いとう電気,代表取締役　伊藤　聡,鹿児島市下荒田４丁目２１番２５,099-259-3303,太陽光,47.2,鹿児島県姶良郡湧水町幸田常ヶ迫１６８８－１,0,47.2,2014年1月9日,2015年4月,-,-,外部積立て,-,2035年3月
A847374H46,中央建鉄株式会社,平石　雅也,新宿区高田馬場２－２－１３,03-3232-5131,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５３０－６,0,50.2,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847375H46,別府　和暢,,,,太陽光,49.5,鹿児島県南九州市頴娃町上別府字淵大迫４４７５－Ａ,0,49.5,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年11月
A847377H46,一氏　昭大,,,,太陽光,49.5,鹿児島県南九州市頴娃町上別府字淵大迫４４７５－Ｂ,0,49.5,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年11月
A847379H46,合同会社　秀峰リアルエステート,代表取締役　徳永　典久,鹿児島市高麗町１４－５－５０１,099-297-4463,太陽光,49.5,鹿児島県出水市米ノ津町６３１,0,49.5,2014年1月9日,2014年9月,-,-,外部積立て,-,2034年7月
A847417H46,有限会社ユーテイーユー,太田　夢斗,香川県木田郡三木町井上５４５－１,087-840-2301,太陽光,47.7,鹿児島県いちき串木野市大里６４２４,0,48,2014年1月9日,2014年7月,-,-,外部積立て,-,2034年5月
A847437H46,出水観光旅行社（有）,宇佐祐幸,出水市昭和町１６－５,0996-62-1333,太陽光,27.7,鹿児島県出水市昭和町１６－５,0,27.7,2014年1月9日,2015年11月,-,-,外部積立て,-,2035年9月
A847441H46,前迫　智博,,,,太陽光,48.4,鹿児島県曽於郡大崎町永吉２８１３－３,0,69.3,2014年1月9日,2015年11月,-,-,外部積立て,-,2035年9月
A847444H46,前迫　智博,,,,太陽光,48.4,鹿児島県曽於郡大崎町永吉２８１３－３,0,69.3,2014年1月9日,2015年11月,-,-,外部積立て,-,2035年9月
A847448H46,前迫　智博,,,,太陽光,48.4,鹿児島県曽於郡大崎町永吉２８１３－３,0,72.4,2014年1月9日,2015年11月,-,-,外部積立て,-,2035年9月
A847453H46,前迫　智博,,,,太陽光,48.4,鹿児島県曽於郡大崎町永吉２８１３－３,0,72.4,2014年1月9日,2015年11月,-,-,外部積立て,-,2035年9月
A847462H46,栗野　菊男,,,,太陽光,49.2,鹿児島県薩摩郡さつま町柏原３１８４－１,0,49.5,2014年1月9日,2014年8月,-,-,外部積立て,-,2034年7月
A847464H46,谷口　武久,,,,太陽光,21.7,鹿児島県霧島市牧園町宿窪田２０４６－１１,1,21.7,2014年1月9日,2014年6月,-,-,外部積立て,-,2034年5月
A847516H46,平川　修策,,,,太陽光,49,鹿児島県薩摩川内市御陵下町１９－３２,0,49,2014年1月9日,2015年4月,-,-,外部積立て,-,2035年3月
A847557H46,株式会社　コマロック,前薗　博昭,鹿児島市七ツ島１丁目９２番地,099-262-5069,太陽光,47.3,鹿児島県鹿児島市七ツ島１－９２,0,55.1,2014年1月9日,2014年7月,-,-,外部積立て,-,2034年6月
A847566H46,樋口　富美香,,,,太陽光,22,鹿児島県鹿屋市串良町有里６２８２－７,0,23.2,2014年1月9日,2014年5月,-,-,外部積立て,-,2034年4月
A847594H46,吉村ホールディングス株式会社,吉村　英毅,港区虎ノ門４－１－３４－３７０５,,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５３０－１７,0,50.2,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847596H46,吉村ホールディングス株式会社,吉村　英毅,港区虎ノ門４－１－３４－３７０５,,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５３０－１８,0,50.2,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847597H46,吉村ホールディングス株式会社,吉村　英毅,港区虎ノ門４－１－３４－３７０５,,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２５－１４,0,50.2,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847599H46,吉村ホールディングス株式会社,吉村　英毅,港区虎ノ門４－１－３４－３７０５,,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２５－１５,0,50.2,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847609H46,株式会社グロウ,清水　良祐,大阪府大阪市淀川区田川２丁目５番３９号,06-6302-7781,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２３－２９,0,50.2,2014年1月9日,2017年1月,-,-,外部積立て,-,2036年12月
A847616H46,株式会社グロウ,清水　良祐,大阪府大阪市淀川区田川２丁目５番３９号,06-6302-7781,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２３－３０,0,50.2,2014年1月9日,2017年1月,-,-,外部積立て,-,2036年12月
A847625H46,二階堂　涼子,,,,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２３－３１,0,50.2,2014年1月9日,2017年1月,-,-,外部積立て,-,2036年12月
A847645H46,株式会社伏見材木店,伏見　俊一,南相馬市原町区深野１７３－３,0244-24-2151,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２３－３２,0,50.2,2014年1月9日,2017年1月,-,-,外部積立て,-,2036年11月
A847651H46,高鳥　正彦,,,,太陽光,49,鹿児島県曽於市大隅町中之内字三升木場４６７９,0,59.2,2014年1月9日,2017年3月,-,-,外部積立て,-,2037年2月
A847662H46,株式会社伏見材木店,伏見　俊一,南相馬市原町区深野１７３－３,0244-24-2151,太陽光,49.5,鹿児島県曽於郡大崎町井俣２５２３－３３,0,50.2,2014年1月9日,2017年1月,-,-,外部積立て,-,2036年11月
A847682H46,岡元　優子,,,,太陽光,49.5,鹿児島県霧島市霧島大窪１０２０１,0,60,2014年1月9日,2016年7月,-,-,外部積立て,-,2036年6月
A847695H46,株式会社　サザンライト,南光　太郎,港区海岸一丁目１番１号ー３５１１,03-6321-8951,太陽光,49.5,鹿児島県姶良郡湧水町米永字橋ノ口１９１３－６,0,58.5,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847696H46,村下　秀彦,,,,太陽光,42.1,鹿児島県曽於市大隅町大谷５２９４－２,0,49,2014年1月9日,2014年6月,-,-,外部積立て,-,2034年5月
A847697H46,株式会社　サザンライト,南光　太郎,港区海岸一丁目１番１号ー３５１１,03-6321-8951,太陽光,49.5,鹿児島県姶良郡湧水町米永字橋ノ口１９１３－６,0,58.5,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847698H46,株式会社　サザンライト,南光　太郎,港区海岸一丁目１番１号ー３５１１,03-6321-8951,太陽光,49.5,鹿児島県姶良郡湧水町米永字橋ノ口１９１３－６,0,58.5,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847702H46,株式会社　サザンライト,南光　太郎,港区海岸一丁目１番１号ー３５１１,03-6321-8951,太陽光,49.5,鹿児島県姶良郡湧水町米永字橋ノ口１９１３－６,0,58.5,2014年1月9日,2016年10月,-,-,外部積立て,-,2036年9月
A847750H46,西田　毅,,,,太陽光,28.9,鹿児島県阿久根市脇本１３３９３,0,29.9,2014年1月9日,2014年11月,-,-,外部積立て,-,2034年9月
A847827H46,有限会社　アクア,上妻　邦彦,薩摩郡さつま町山崎４４１,0996-56-8499,太陽光,44,鹿児島県薩摩郡さつま町柏原字東原４７０４－２,1,46,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年10月
A847830H46,有限会社　アクア,上妻　邦彦,薩摩郡さつま町山崎４４１,0996-56-8499,太陽光,49.5,鹿児島県薩摩郡さつま町柏原字東原４７０４－２,1,51,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年10月
A847833H46,有限会社　アクア,上妻　邦彦,薩摩郡さつま町山崎４４１,0996-56-8499,太陽光,49.5,鹿児島県薩摩郡さつま町柏原字東原４７０４－２,1,51,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年10月
A847884H46,右田　隆平,,,,太陽光,40.2,鹿児島県姶良市三拾町字中道１２４５,0,41.4,2014年1月9日,2014年7月,-,-,外部積立て,-,2034年6月
A847885H46,加藤　一哉,,,,太陽光,49,鹿児島県鹿児島市春山町１５０２－２,0,56.8,2014年1月9日,2014年6月,-,-,外部積立て,-,2034年5月
A847886H46,大平　博文,,,,太陽光,24.5,鹿児島県指宿市西方１９５５－４,0,24.5,2014年1月9日,2014年5月,-,-,外部積立て,-,2034年3月
A847899H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,48.9,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.5,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847900H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,48.9,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.5,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847901H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,49.3,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.3,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847902H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,49.3,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.3,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847903H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,49.3,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.3,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847904H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,49.3,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.3,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847905H46,合同会社Ｚ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,49.3,鹿児島県薩摩郡さつま町永野２８９１－４,0,49.3,2014年1月9日,2016年12月,-,-,外部積立て,-,2036年11月
A847916H46,株式会社　末広,代表取締役　末廣　浩二,霧島市隼人町西光寺１０,0995-42-0654,太陽光,27.5,鹿児島県霧島市隼人町西光寺１０,0,27.5,2014年1月9日,2014年7月,-,-,外部積立て,-,2034年5月
A847924H46,有限会社　吉村金物店,吉村　謙一,出水市本町１２番１４号,0996-62-0032,太陽光,47.2,鹿児島県出水市高尾野町下水流２７５５－１,0,68.8,2014年1月9日,2015年2月,-,-,外部積立て,-,2034年12月
A847932H46,有限会社　常本運輸,代表取締役　常本　護,出水市野田町下名２９９６,0996-84-3345,太陽光,39.6,鹿児島県出水市野田町下名２９９８－１,4,39.6,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年10月
A847933H46,有限会社　常本運輸,代表取締役　常本　護,出水市野田町下名２９９６,0996-84-3345,太陽光,39.6,鹿児島県出水市野田町下名２９９８－１,4,49.2,2014年1月9日,2014年12月,-,-,外部積立て,-,2034年10月
A847934H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,49.2,鹿児島県霧島市牧園町高千穂３８６５－５４,0,50.3,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847935H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,49.2,鹿児島県霧島市牧園町高千穂３８６５－５４,0,50.3,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847936H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,49.2,鹿児島県霧島市牧園町高千穂３８６５－５４,0,50.3,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847937H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,49.2,鹿児島県霧島市牧園町高千穂３８６５－５４,0,50.3,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847938H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,39.6,鹿児島県霧島市牧園町高千穂３８６５－５４,0,42,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847939H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,39.6,鹿児島県霧島市牧園町高千穂３８６５－５４,0,42,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847940H46,株式会社　前田産業,代表取締役　前田　嘉郎,霧島市牧園町高千穂３９１４,0985-78-2424,太陽光,39.6,鹿児島県霧島市牧園町高千穂３８６５－５４,0,42,2014年1月9日,2020年4月,-,-,外部積立て,-,2040年2月
A847952H46,有限会社　迫田荘,迫田　和博,鹿屋市串良町岡崎２３９３－１,0994-63-2535,太陽光,49,鹿児島県鹿屋市串良町上小原４５１９－１,3,68.3,2014年1月9日,2016年5月,-,-,外部積立て,-,2036年4月
A847953H46,有限会社　迫田荘,迫田　和博,鹿屋市串良町岡崎２３９３－１,0994-63-2535,太陽光,49,鹿児島県鹿屋市串良町上小原４５１９－１,3,68.3,2014年1月9日,2016年5月,-,-,外部積立て,-,2036年4月
A847958H46,有限会社　迫田荘,迫田　和博,鹿屋市串良町岡崎２３９３－１,0994-63-2535,太陽光,49.5,鹿児島県鹿屋市串良町上小原４５１９－１,3,71.2,2014年1月9日,2016年5月,-,-,外部積立て,-,2036年4月
A847965H46,有限会社　迫田荘,迫田　和博,鹿屋市串良町岡崎２３９３－１,0994-63-2535,太陽光,49.5,鹿児島県鹿屋市串良町上小原４５１９－１,3,71.2,2014年1月9日,2016年5月,-,-,外部積立て,-,2036年4月
A847999H46,児島　健二,,,,太陽光,34.5,鹿児島県肝属郡肝付町後田９１９６－９,0,34.5,2014年1月9日,2014年4月,-,-,外部積立て,-,2034年3月
A848003H46,前田　憲二,,,,太陽光,49,鹿児島県肝属郡錦江町城元字中代迫３６３１－１,0,52,2014年1月9日,2014年7月,-,-,外部積立て,-,2034年6月
A848215H46,下園　登喜雄,,,,太陽光,23.4,鹿児島県薩摩川内市天辰町４８－１,0,23.4,2014年1月9日,2014年4月,-,-,外部積立て,-,2034年3月
A848216H46,有限会社　冨士代商店,冨士代　和美,薩摩川内市樋脇町塔之原６９２３,0996-37-2365,太陽光,46.7,鹿児島県薩摩川内市樋脇町塔之原６９２３,0,47.4,2014年1月9日,2014年6月,-,-,外部積立て,-,2034年5月
A848267H46,大洋ハウス株式会社,平川　祐介,都城市蓑原町２３５８番地３,0986-24-3311,太陽光,49.5,鹿児島県曽於市財部町下財部４８４９－５,0,49.5,2014年1月9日,2015年6月,-,-,外部積立て,-,2035年5月
A848270H46,大洋ハウス株式会社,平川　祐介,都城市蓑原町２３５８番地３,0986-24-3311,太陽光,49.5,鹿児島県曽於市財部町下財部４８４９－６,0,49.5,2014年1月9日,2015年6月,-,-,外部積立て,-,2035年5月
A848281H46,株式会社薩摩金属,執印　三生,鹿児島県薩摩川内市高城町１６８６番地,0996-20-1119,太陽光,26.2,鹿児島県薩摩川内市中郷２－５４,0,26.9,2014年1月9日,2014年6月,-,-,外部積立て,-,2034年4月
A848284H46,大洋ハウス株式会社,平川　祐介,都城市蓑原町２３５８番地３,0986-36-6565,太陽光,49.5,鹿児島県曽於市財部町下財部４８４９－２,0,49.5,2014年1月9日,2015年6月,-,-,外部積立て,-,2035年5月
A848287H46,大洋ハウス株式会社,平川　祐介,都城市蓑原町２３５８番地３,0986-36-6565,太陽光,49.5,鹿児島県曽於市財部町下財部４８４９－４,0,49.5,2014年1月9日,2015年6月,-,-,外部積立て,-,2035年5月
A848330H46,前園　隼伍,,,,太陽光,47.5,鹿児島県肝属郡東串良町岩弘２１４５,0,47.5,2014年1月9日,2017年9月,-,-,外部積立て,-,2037年7月
A848340H46,植元　勇作,,,,太陽光,38.4,鹿児島県出水市福ノ江町８６２－１,0,38.4,2014年1月9日,2014年8月,-,-,外部積立て,-,2034年7月
A848492H46,株式会社光風エネルギー,橋口清子,薩摩川内市平佐町３５４０,,太陽光,47.2,鹿児島県薩摩川内市西方町１０６,0,47.2,2014年1月9日,2016年9月,-,-,外部積立て,-,2036年8月
A848493H46,株式会社光風エネルギー,橋口清子,薩摩川内市平佐町３５４０,,太陽光,47.2,鹿児島県薩摩川内市西方町１２０,0,47.2,2014年1月9日,2016年9月,-,-,外部積立て,-,2036年8月
A848498H46,上野　つるみ,,,,太陽光,49.5,鹿児島県肝属郡東串良町池之原２６５６－３,1,73.4,2014年1月9日,2017年3月,-,-,外部積立て,-,2037年1月
A848499H46,上野　つるみ,,,,太陽光,49.5,鹿児島県肝属郡東串良町池之原２６５５－１,0,73.4,2014年1月9日,2017年3月,-,-,外部積立て,-,2037年1月
A848647H46,川平　雅彦,,,,太陽光,22,鹿児島県南九州市頴娃町別府７１１９,0,23.5,2014年1月9日,2014年10月,-,-,外部積立て,-,2034年6月
A848649H46,中崎　敏和,,,,太陽光,21.5,鹿児島県枕崎市塩屋北町５３０,0,22.5,2014年1月9日,2014年7月,-,-,外部積立て,-,2034年6月
A848659H46,遠矢　秋彦,,,,太陽光,27.5,鹿児島県出水市高尾野町大久保４６１７‐４,0,27.6,2014年1月9日,2014年8月,-,-,外部積立て,-,2034年6月
